Id,Age,Attrition,BusinessTravel,E,Department,DistanceFromHome,Education,Education_code,EducationField,EmployeeNumber,EnvironmentSatisfaction,EnvironmentSatisfaction_code,Gender,HourlyRate,JobInvolvement,JobInvolvement_code,JobLevel,JobRole,JobSatisfaction,JobSatisfaction_code,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,PerformanceRating_code,RelationshipSatisfaction,RelationshipSatisfaction_code,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,WorkLifeBalance_code,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
467,40,No,Travel_Rarely,448,Research & Development,16,Bachelor,3,Life Sciences,1641,High,3,Female,84,High,3,3,Manufacturing Director,Very High,4,Single,7945,19948,6,Yes,15,Excellent,3,Very High,4,0,18,2,Good,2,4,2,3,3
468,49,No,Travel_Rarely,1261,Research & Development,7,Bachelor,3,Other,499,Medium,2,Male,31,Medium,2,3,Healthcare Representative,High,3,Single,10965,12066,8,No,24,Outstanding,4,High,3,0,26,2,Better,3,5,2,0,0
469,51,No,Travel_Rarely,1302,Research & Development,2,Bachelor,3,Medical,408,Very High,4,Male,84,Low,1,2,Manufacturing Director,Medium,2,Divorced,5482,16321,5,No,18,Excellent,3,Very High,4,1,13,3,Better,3,4,1,1,2
470,34,No,Travel_Rarely,1440,Sales,7,College,2,Technical Degree,1541,Medium,2,Male,55,High,3,1,Sales Representative,High,3,Married,2308,4944,0,Yes,25,Outstanding,4,Medium,2,1,12,4,Better,3,11,10,5,7
471,31,No,Travel_Rarely,1332,Research & Development,11,College,2,Medical,1251,High,3,Male,80,High,3,2,Healthcare Representative,Low,1,Married,6833,17089,1,Yes,12,Excellent,3,Very High,4,0,6,2,Good,2,6,5,0,1
472,35,Yes,Travel_Rarely,763,Sales,15,College,2,Medical,1645,Low,1,Male,59,Low,1,2,Sales Executive,Very High,4,Divorced,5440,22098,6,Yes,14,Excellent,3,Very High,4,2,7,2,Good,2,2,2,2,2
473,33,No,Travel_Rarely,1198,Research & Development,1,Master,4,Other,939,High,3,Male,100,Medium,2,1,Research Scientist,Low,1,Single,2799,3339,3,Yes,11,Excellent,3,Medium,2,0,6,1,Better,3,3,2,0,2
474,28,No,Travel_Rarely,1144,Sales,10,Below College,1,Medical,1056,Very High,4,Male,74,High,3,1,Sales Representative,Medium,2,Married,1052,23384,1,No,22,Outstanding,4,Medium,2,0,1,5,Better,3,1,0,0,0
475,40,No,Non-Travel,1142,Research & Development,8,College,2,Life Sciences,1552,Very High,4,Male,72,High,3,2,Healthcare Representative,Very High,4,Divorced,4069,8841,3,Yes,18,Excellent,3,High,3,0,8,2,Better,3,2,2,2,2
476,41,No,Travel_Frequently,1200,Research & Development,22,Bachelor,3,Life Sciences,1392,Very High,4,Female,75,High,3,2,Research Scientist,Very High,4,Divorced,5467,13953,3,Yes,14,Excellent,3,Low,1,2,12,4,Good,2,6,2,3,3
477,51,No,Travel_Rarely,1318,Sales,26,Master,4,Marketing,851,Low,1,Female,66,High,3,4,Manager,High,3,Married,16307,5594,2,No,14,Excellent,3,High,3,1,29,2,Good,2,20,6,4,17
478,27,No,Travel_Frequently,1242,Sales,20,Bachelor,3,Life Sciences,293,Very High,4,Female,90,High,3,2,Sales Executive,High,3,Single,9981,12916,1,No,14,Excellent,3,Very High,4,0,7,2,Better,3,7,7,0,7
479,38,No,Travel_Rarely,1009,Sales,2,College,2,Life Sciences,1355,Medium,2,Female,31,High,3,2,Sales Executive,Low,1,Divorced,6893,19461,3,No,15,Excellent,3,Very High,4,1,11,3,Better,3,7,7,1,7
480,34,No,Travel_Frequently,653,Research & Development,10,Master,4,Technical Degree,1597,Very High,4,Male,92,Medium,2,2,Healthcare Representative,High,3,Married,5063,15332,1,No,14,Excellent,3,Medium,2,1,8,3,Good,2,8,2,7,7
481,21,No,Travel_Rarely,984,Research & Development,1,Below College,1,Technical Degree,1131,Very High,4,Female,70,Medium,2,1,Research Scientist,Medium,2,Single,2070,25326,1,Yes,11,Excellent,3,High,3,0,2,6,Best,4,2,2,2,2
482,33,No,Travel_Frequently,1392,Research & Development,3,Master,4,Life Sciences,5,Very High,4,Female,56,High,3,1,Research Scientist,High,3,Married,2909,23159,1,Yes,11,Excellent,3,High,3,0,8,3,Better,3,8,7,3,0
483,41,Yes,Travel_Rarely,1360,Research & Development,12,Bachelor,3,Technical Degree,58,Medium,2,Female,49,High,3,5,Research Director,High,3,Married,19545,16280,1,No,12,Excellent,3,Very High,4,0,23,0,Better,3,22,15,15,8
484,32,No,Travel_Rarely,824,Research & Development,5,College,2,Life Sciences,1555,Very High,4,Female,67,Medium,2,2,Research Scientist,Medium,2,Married,5878,15624,3,No,12,Excellent,3,Low,1,1,12,2,Better,3,7,1,2,5
485,29,Yes,Travel_Rarely,408,Research & Development,25,Doctor,5,Technical Degree,565,High,3,Female,71,Medium,2,1,Research Scientist,Medium,2,Married,2546,18300,5,No,16,Excellent,3,Medium,2,0,6,2,Best,4,2,2,1,1
486,39,No,Travel_Rarely,1462,Sales,6,Bachelor,3,Medical,1588,Very High,4,Male,38,Very High,4,3,Sales Executive,High,3,Married,8237,4658,2,No,11,Excellent,3,Low,1,1,11,3,Better,3,7,6,7,6
487,27,No,Travel_Rarely,1377,Sales,2,Bachelor,3,Life Sciences,437,Very High,4,Male,74,High,3,2,Sales Executive,High,3,Single,4478,5242,1,Yes,11,Excellent,3,Low,1,0,5,3,Better,3,5,4,0,4
488,37,No,Travel_Rarely,799,Research & Development,1,Bachelor,3,Technical Degree,623,Medium,2,Female,59,High,3,3,Manufacturing Director,Very High,4,Single,7491,23848,4,No,17,Excellent,3,Very High,4,0,12,3,Best,4,6,5,1,2
489,41,No,Travel_Rarely,1276,Sales,2,Doctor,5,Life Sciences,625,Medium,2,Female,91,High,3,4,Manager,Low,1,Married,16595,5626,7,No,16,Excellent,3,Medium,2,1,22,2,Better,3,18,16,11,8
490,48,Yes,Travel_Frequently,708,Sales,7,College,2,Medical,1691,Very High,4,Female,95,High,3,1,Sales Representative,High,3,Married,2655,11740,2,Yes,11,Excellent,3,High,3,2,19,3,Better,3,9,7,7,7
491,26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,3,Technical Degree,796,Very High,4,Male,38,Medium,2,2,Sales Executive,Low,1,Single,5326,3064,6,No,17,Excellent,3,High,3,0,6,2,Good,2,4,3,1,2
492,50,Yes,Travel_Frequently,562,Sales,8,College,2,Technical Degree,723,Medium,2,Male,50,High,3,2,Sales Executive,High,3,Married,6796,23452,3,Yes,14,Excellent,3,Low,1,1,18,4,Better,3,4,3,1,3
493,36,No,Travel_Rarely,796,Research & Development,12,Doctor,5,Medical,1073,Very High,4,Female,51,Medium,2,3,Manufacturing Director,Very High,4,Single,8858,15669,0,No,11,Excellent,3,Medium,2,0,15,2,Good,2,14,8,7,8
494,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,4,Life Sciences,1692,Very High,4,Male,95,High,3,1,Laboratory Technician,Medium,2,Single,1393,24852,1,No,12,Excellent,3,Low,1,0,1,2,Better,3,1,0,0,0
495,47,No,Travel_Frequently,1379,Research & Development,16,Master,4,Medical,987,High,3,Male,64,Very High,4,2,Manufacturing Director,High,3,Divorced,5067,6759,1,Yes,19,Excellent,3,High,3,0,20,3,Best,4,19,10,2,7
496,34,No,Travel_Rarely,810,Sales,8,College,2,Technical Degree,1823,Medium,2,Male,92,Very High,4,2,Sales Executive,High,3,Married,6799,22128,1,No,21,Outstanding,4,High,3,2,10,5,Better,3,10,8,4,8
497,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor,3,Life Sciences,1569,Low,1,Female,69,High,3,1,Laboratory Technician,Low,1,Divorced,2074,26619,1,Yes,12,Excellent,3,Very High,4,1,1,2,Better,3,1,0,0,0
498,38,No,Travel_Rarely,322,Sales,7,College,2,Medical,382,Low,1,Female,44,Very High,4,2,Sales Executive,Low,1,Divorced,5605,19191,1,Yes,24,Outstanding,4,High,3,1,8,3,Better,3,8,0,7,7
499,60,No,Travel_Rarely,370,Research & Development,1,Master,4,Medical,1697,High,3,Male,92,Low,1,3,Healthcare Representative,Very High,4,Divorced,10883,20467,3,No,20,Outstanding,4,High,3,1,19,2,Best,4,1,0,0,0
500,54,No,Travel_Rarely,971,Research & Development,1,Bachelor,3,Medical,1422,Very High,4,Female,54,High,3,4,Research Director,Very High,4,Single,17328,5652,6,No,19,Excellent,3,Very High,4,0,29,3,Good,2,20,7,12,7
